path,original_subjective_score,scaled_subjective_score,dataset,reference,distortion,level,group
/home/sergey/iqa-data/clive/LIVEC/Images/100.bmp,32.56107532210109,0.3273838450946076,clive,clive/100,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/101.bmp,66.35954917017587,0.7070909837093696,clive,clive/101,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/102.bmp,44.69498452012384,0.4637015960824973,clive,clive/102,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/103.bmp,39.2345587325164,0.40235673593435833,clive,clive/103,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/104.bmp,9.22907379891035,0.06526172749992018,clive,clive/104,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/105.bmp,41.33135141830794,0.42591304071217356,clive,clive/105,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/106.bmp,68.92207631318136,0.7358795572250552,clive,clive/106,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/107.bmp,27.957533737773925,0.27566560449190347,clive,clive/107,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/108.bmp,75.35151515151514,0.8081107424311115,clive,clive/108,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/109.bmp,50.63793103448276,0.5304673094117794,clive,clive/109,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/10.bmp,82.91071428571429,0.8930341589844136,clive,clive/10,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/110.bmp,32.13690476190476,0.322618523724751,clive,clive/110,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/111.bmp,51.84153005464481,0.5439890779401325,clive,clive/111,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/112.bmp,30.31875,0.3021925617329499,clive,clive/112,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/113.bmp,68.21714285714286,0.7279600201859163,clive,clive/113,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/114.bmp,24.871134020618555,0.24099161268711572,clive,clive/114,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/115.bmp,31.293785310734464,0.31314654354738103,clive,clive/115,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/116.bmp,26.097701149425287,0.2547714151980702,clive,clive/116,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/117.bmp,70.4327485380117,0.7528511231736696,clive,clive/117,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/118.bmp,26.530864197530864,0.25963776219021956,clive,clive/118,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/119.bmp,51.31707317073171,0.5380970952543876,clive,clive/119,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/11.bmp,60.9472891566265,0.6462872393621679,clive,clive/11,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/120.bmp,18.78488372093023,0.17261596068058202,clive,clive/120,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/121.bmp,19.75,0.18345850766667862,clive,clive/121,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/122.bmp,79.36708860759494,0.8532234866857549,clive,clive/122,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/123.bmp,67.29775280898876,0.7176311820843887,clive,clive/123,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/124.bmp,70.99459459459459,0.7591631525110307,clive,clive/124,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/125.bmp,81.90502793296089,0.8817358296851556,clive,clive/125,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/126.bmp,52.843023255813954,0.5552402995031953,clive,clive/126,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/127.bmp,41.42690058479532,0.42698648268967326,clive,clive/127,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/128.bmp,48.81366459627329,0.5099726861208843,clive,clive/128,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/129.bmp,72.88268156424581,0.7803747641336342,clive,clive/129,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/12.bmp,15.895238095238096,0.1401523921456754,clive,clive/12,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/130.bmp,86.6086956521739,0.9345789319709333,clive,clive/130,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/131.bmp,48.52903225806452,0.5067749994092212,clive,clive/131,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/132.bmp,73.02590673575129,0.7819838196281045,clive,clive/132,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/133.bmp,27.005714285714287,0.26497243999447684,clive,clive/133,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/134.bmp,32.30898876404494,0.32455179220153896,clive,clive/134,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/135.bmp,65.94300518134715,0.702411342645803,clive,clive/135,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/136.bmp,67.16315789473684,0.7161190827513708,clive,clive/136,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/137.bmp,59.8421052631579,0.633871110287275,clive,clive/137,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/138.bmp,67.58695652173913,0.720880225657741,clive,clive/138,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/139.bmp,61.92857142857143,0.6573114023266985,clive,clive/139,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/13.bmp,77.40229885057471,0.8311501617193306,clive,clive/13,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/140.bmp,77.45833333333333,0.8317796781054158,clive,clive/140,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/141.bmp,20.581818181818182,0.1928035243406758,clive,clive/141,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/142.bmp,26.405714285714286,0.2582317722296264,clive,clive/142,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/143.bmp,61.149484536082475,0.6485587924896689,clive,clive/143,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/144.bmp,76.92391304347827,0.8257757620709024,clive,clive/144,,,authentic
/home/sergey/iqa-data/clive/LIVEC/Images/145.bmp,55.59239130434783,0.5861279271339653,clive,clive/145,,,authentic
